$ LEGW 2011 2017-11-13 by 1_CWMS_weather_station_read_plot_v3.py<6 hours of missing data was deleted >=6 hours missing data filled with LWS_2011_2015_met.csv,,,,,,
CWMS paths:, LEGW.Temp-Air.Inst.0.0.USBR-RAW, LEGW.Temp-DewPoint.Inst.0.0.USBR-RAW, LEGW.Speed-Wind.Inst.0.0.USBR-RAW, LEGW.Dir-Wind.Inst.0.0.USBR-RAW, LWS.%-CloudCover.Inst.1Hour.0.METAR-COMPUTED-REV,LMNA.Pres-Air.Inst.1Hour.0.GOES-REV; fill with linTrend of LMNW
1140.541670,13.62,3.54,8.83,4.09,0,747.745
1140.583330,13.62,3.12,8.98,4.17,0,747.745
1140.625000,12.77,2.7,6.83,4.22,0,747.745
1140.666670,12.23,2.37,5.68,4.01,0,747.745
1140.708330,10.47,2,6.43,3.99,0,747.745
1140.750000,9.7,0.23,4.2,4.42,0,748.737
1140.791670,8.02,0.47,1.19,1.48,0,748.439
1140.833330,6.81,1.51,2.45,2.96,0,748.439
1140.875000,7.06,1.2,2.3,2.33,0,748.439
1140.916670,6.05,1.43,2.4,2.29,0,748.043
1140.958330,6.49,1.4,3.01,2.03,0,748.043
1141.000000,4.16,1.39,1.71,0.9,0,746.059
1141.041670,4.12,1.27,0.8,0.73,0,745.067
1141.083330,3.92,1.21,0.4,1.04,0,745.067
1141.125000,3.66,1.51,1.05,3.49,10,743.778
1141.166670,4.47,3.48,1.4,2.22,10,743.58
1141.208330,4.1,3.58,1.62,0.96,10,743.58
1141.250000,6.33,4.9,1.83,2.46,10,741.299
1141.291670,8.63,5.03,3.62,2.6,10,740.704
1141.333330,8.79,6,2.95,5,10,740.704
1141.375000,9.4,6.14,2.19,5.01,10,740.704
1141.416670,10.61,6.83,2.6,3.01,10,740.803
1141.458330,11.21,6.68,7.09,4.03,10,740.803
1141.500000,13.17,6.94,8.65,4.06,7.5,741.993
1141.541670,13.53,6.27,8.17,4.19,10,742.39
1141.583330,13.39,5.43,7.79,4.31,10,742.39
1141.625000,13.08,4.3,8.23,4.37,0,742.985
1141.666670,12.3,3.52,7.61,3.93,0,743.084
1141.708330,11.05,3.23,9.58,3.89,0,743.084
1141.750000,9.74,3.31,9.4,3.76,0,744.671
1141.791670,9.37,3.76,5.58,3.97,0,745.067
1141.833330,8.63,3.97,3.73,2.82,0,745.067
1141.875000,6.98,3.9,2.48,2.89,2,745.762
1141.916670,8.37,4.21,3.51,3.31,4.4,746.158
1141.958330,6.99,3.48,1.96,2.88,4.4,746.158
1142.000000,6.35,2.82,1.83,2.58,0,746.456
1142.041670,6.42,3.51,2.24,2.92,0,746.555
1142.083330,5.91,3.11,1.87,3.14,0,746.555
1142.125000,3.95,2.16,1.87,1.43,0,746.555
1142.166670,1.93,1.19,2.71,1.11,0,745.861
1142.208330,1.83,1.33,2.85,0.87,0,745.861
1142.250000,1.8,1.16,2.52,0.92,0,745.266
1142.291670,2.08,1.19,2.24,1.08,0,744.869
1142.333330,2.11,1.36,1,1.31,0,744.869
1142.375000,3.7,2.65,1.33,0.28,2,743.778
1142.416670,3.81,2.66,2.04,5.45,10,742.687
1142.458330,4.44,3.2,2.61,5.24,10,742.687
1142.500000,4.13,3.54,2.55,5.21,10,740.307
1142.541670,4.61,4.27,3.24,5.26,10,738.919
1142.583330,5.02,5.03,4.07,5.69,10,738.919
1142.625000,4.57,4.42,3.76,5.71,10,736.936
1142.666670,4.23,4.35,3.8,5.1,10,735.745
1142.708330,4.03,4.1,3.39,5.23,10,735.745
1142.750000,3.73,3.81,0.52,5.01,10,734.357
1142.791670,3.63,3.66,2.85,4.86,10,733.266
1142.833330,3.6,3.66,1.83,4.72,10,733.266
1142.875000,3.8,3.69,3.35,2.16,10,735.448
1142.916670,6.1,5.33,5.31,3.41,10,736.44
1142.958330,7.42,4.33,5.54,4.04,10,736.44
1143.000000,6.98,2.8,5.63,4.1,10,738.522
1143.041670,5.48,1.56,2.75,3.28,10,739.216
1143.083330,5.42,1.18,4.44,3.65,10,739.216
1143.125000,3.73,0.75,2.71,3.71,10,741.101
1143.166670,4.57,0.75,1.32,2.29,0,741.299
1143.208330,5.05,1.08,5.1,3.92,0,741.299
1143.250000,5.36,0.18,6.58,3.99,4.4,742.291
1143.291670,4.85,-0.22,6.33,3.98,7.5,743.183
1143.333330,5.16,-0.13,7.14,3.82,7.5,743.183
1143.375000,6.71,0.32,7.23,3.74,7.5,745.067
1143.416670,6.67,0.86,6.65,3.8,7.5,745.662
1143.458330,8.52,0.88,10.28,4,7.5,745.662
1143.500000,9.36,1.11,9.96,4.03,10,746.952
1143.541670,9.96,0.61,10.51,3.98,7.5,747.051
1143.583330,10.4,0.33,8.65,4.12,7.5,747.051
1143.625000,10.66,0.26,6.58,4.17,2,747.547
1143.666670,9.58,0.18,5.61,3.68,4.4,747.547
1143.708330,7.52,1.22,1.67,3.23,4.4,747.547
1143.750000,6.11,2,2.1,2.27,0,746.853
1143.791670,6.45,1.86,4.63,2.52,0,746.654
1143.833330,6.79,1.08,2.32,2.99,0,746.654
1143.875000,7.57,0.02,3.47,2.88,7.5,744.869
1143.916670,8.66,-0.87,3.8,2.89,0,744.472
1143.958330,7.47,-0.09,2.8,2.92,0,744.472
1144.000000,9.6,-0.93,3.45,3.81,10,742.985
1144.041670,11.6,-2.14,7.6,3.39,10,742.687
1144.083330,11.15,-2.17,6.24,3.01,10,742.687
1144.125000,11.18,-2.2,5.22,2.94,2,741.2
1144.166670,11.03,-1.88,5.18,2.73,0,740.902
1144.208330,11.24,-2.01,4.52,2.94,0,740.902
1144.250000,10.63,-1.4,3.97,3.44,2,740.605
1144.291670,9.62,-0.97,3.37,3.87,10,740.406
1144.333330,10.22,-0.88,4.34,3.29,10,740.406
1144.375000,10.5,-0.2,3.58,3.67,4.4,740.208
1144.416670,12.12,2.33,7.56,4.32,10,740.01
1144.458330,12.28,4.05,7.52,4.35,10,740.01
1144.500000,12.75,3.92,10.8,4.1,10,739.911
1144.541670,14.07,1.38,13.34,4.09,10,739.811
1144.583330,13.92,0.26,12.96,4.24,10,739.811
1144.625000,13.01,1.62,10.33,4.22,10,740.704
1144.666670,11.62,1.54,9.31,4.06,7.5,741.2
1144.708330,10.27,1.13,8.24,4.09,7.5,741.2
1144.750000,9.53,0.31,7.9,4.19,0,742.687
1144.791670,8.66,0.69,6.98,4.19,0,743.481
1144.833330,8.33,0.92,8.27,4.19,0,743.481
1144.875000,7.25,1.28,5.44,4.14,10,744.77
1144.916670,6.98,1.52,5.92,4.14,10,745.563
1144.958330,7.02,1.51,6,4.06,10,745.563
1145.000000,6.89,1.86,4.13,3.59,0,746.952
1145.041670,6.18,2.19,1.79,2.79,0,746.853
1145.083330,6.59,2.4,3.16,3.25,0,746.853
1145.125000,7.03,2,4.71,3.75,10,746.952
1145.166670,5.78,2.56,2.85,3.23,10,747.051
1145.208330,6.96,1.73,3.88,3.09,10,747.051
1145.250000,6.22,1.89,1.25,3.48,10,747.15
1145.291670,5.68,1.73,2.49,2.62,10,746.952
1145.333330,8.52,1.37,5.23,3.66,10,746.952
1145.375000,8.28,2.3,3.6,2.77,10,746.456
1145.416670,9.19,2.66,2.87,2.82,7.5,745.861
1145.458330,10.64,2.43,4.4,2.58,7.5,745.861
1145.500000,11.61,2.18,5.01,2.58,0,742.886
1145.541670,13.64,2.51,5.08,2.95,2,741.497
1145.583330,13.8,2.8,4.21,3.35,2,741.497
1145.625000,14.81,4.38,3.41,3.1,10,738.522
1145.666670,13.42,6.05,7.5,3.96,10,737.531
1145.708330,11.36,6.92,9.3,4.18,10,737.531
1145.750000,10.07,4.65,11.14,4.11,10,738.026
1145.791670,8.96,3.78,12.76,4.02,10,738.225
1145.833330,8.23,2.85,10.98,4.05,10,738.225
1145.875000,7.32,0.85,10.48,4.19,7.5,741.001
1145.916670,6.11,-0.03,8.29,4.24,0,741.894
1145.958330,5.2,0.59,10.44,4.11,0,741.894
1146.000000,4.8,-1.14,7.43,4.34,0,743.481
1146.041670,4.46,-1.08,6.71,4.12,0,744.076
1146.083330,3.92,-0.53,7.74,3.84,0,744.076
1146.125000,3.82,-0.77,7.65,3.84,0,744.77
1146.166670,2.95,-0.86,2.84,3.28,0,745.464
1146.208330,4.34,-1.94,1.86,3.18,0,745.464
1146.250000,3.9,-1.66,4.85,3.73,7.5,745.563
1146.291670,3.46,-0.85,7.06,4.11,10,745.762
1146.333330,5.01,-0.65,11.77,4.09,10,745.762
1146.375000,5.86,0.2,10.64,3.91,10,746.555
1146.416670,6.8,0.25,10.22,4.08,10,747.15
1146.458330,8.42,0.61,9.15,4.16,10,747.15
1146.500000,10.34,-5.01,9.4,4.59,4.4,747.745
1146.541670,10.84,-5.88,9.07,4.54,7.5,747.943
1146.583330,10.7,-4.95,8.21,4.65,7.5,747.943
1146.625000,10.53,-3.91,8.56,4.44,10,748.241
1146.666670,8.83,-1.69,8.73,4.1,7.5,748.439
1146.708330,8.09,-1.29,8.4,4.11,7.5,748.439
1146.750000,6.2,-0.79,5.63,4.02,7.5,749.431
1146.791670,5.7,-0.57,6.76,4.16,7.5,749.828
1146.833330,5.13,-0.4,5.36,4.18,7.5,749.828
1146.875000,5.44,-0.1,6.03,4.25,7.5,750.621
1146.916670,5.07,0.01,1.97,2.78,10,750.819
1146.958330,5.21,0.13,2.4,3.66,10,750.819
1147.000000,5.75,0.41,4.85,3.81,0,750.918
1147.041670,4.84,0.52,2.6,3.31,4.4,750.621
1147.083330,4.03,0.46,2.66,3.37,4.4,750.621
1147.125000,5.25,0,2.95,3.01,10,749.728
1147.166670,5.42,-0.45,3.09,3.38,10,749.034
1147.208330,7.28,-0.94,4.35,3.71,10,749.034
1147.250000,6.1,-0.95,3.48,3.52,10,747.844
1147.291670,7.07,-0.63,5.29,3.57,10,747.348
1147.333330,8.9,-0.29,8.69,3.79,10,747.348
1147.375000,9.06,0.45,8.57,3.85,10,747.15
1147.416670,8.55,1.92,9.61,4.01,10,747.745
1147.458330,8.68,1.98,7.76,4.06,10,747.745
1147.500000,9.09,1.58,6.81,4.18,10,748.043
1147.541670,9.49,1.73,7.79,3.97,7.5,748.142
1147.583330,9.66,1.86,8.89,4.1,7.5,748.142
1147.625000,10.16,1.39,10.05,4.02,0,747.943
1147.666670,10.73,1.62,8.96,4.1,4.4,748.241
1147.708330,9.68,1.5,8.97,4.08,4.4,748.241
1147.750000,8.3,1.41,7.94,4.12,10,748.439
1147.791670,7.66,1.38,7.41,4.14,10,748.737
1147.833330,7.26,1.69,8.24,4.19,10,748.737
1147.875000,6.9,1.92,7.13,4.11,7.5,748.935
1147.916670,6.72,2.21,7.56,4.07,4.4,748.935
1147.958330,6.49,2.3,8.04,4.09,4.4,748.935
1148.000000,6.42,2.18,7.35,4.12,7.5,749.133
1148.041670,6.56,1.74,6.9,4.17,2,749.431
1148.083330,6.36,1.17,7.57,4.12,2,749.431
1148.125000,5.92,0.76,5.89,4.19,0,750.026
1148.166670,4.4,0.4,1.59,4.73,0,750.323
1148.208330,3.86,-0.21,1.55,1.78,0,750.323
1148.250000,4.91,0.22,2.88,3.83,2,750.423
1148.291670,4.58,0.37,2.41,3.12,2,750.423
1148.333330,5.77,0.77,1.58,2.84,2,750.423
1148.375000,7.35,1,4.92,4.23,4.4,750.72
1148.416670,8.66,0.75,5.09,4.3,4.4,750.819
1148.458330,10.51,-1,4.17,4.6,4.4,750.819
1148.500000,10.4,-2.65,4.18,4.57,4.4,750.72
1148.541670,11.51,-2.98,2.87,4.17,10,750.423
1148.583330,10.92,-3.13,3.32,5.26,10,750.423
1148.625000,11.56,-2.72,1.79,5.58,7.5,750.026
1148.666670,10.21,-3.15,4.21,0.48,10,749.927
1148.708330,9.1,-3.07,3.55,0.42,10,749.927
1148.750000,5.42,-2.35,2.53,0.52,10,750.423
1148.791670,4.92,-2.84,3.33,0.86,10,750.522
1148.833330,3.01,-2.18,2.5,0.8,10,750.522
1148.875000,3.01,-2.39,2.36,4.92,10,750.819
1148.916670,2.91,-2.15,0.22,0.31,10,751.117
1148.958330,3.19,-2.62,0.36,3.72,10,751.117
1149.000000,2.58,-1.91,1.94,4.88,10,751.315
1149.041670,2.68,-1.96,1.82,5.56,10,751.315
1149.083330,2.15,-1.66,2.05,5.44,10,751.315
1149.125000,2.18,-2.14,1.06,6.01,10,751.315
1149.166670,2.15,-2.3,0.96,5.47,10,751.315
1149.208330,1.78,-2.13,0.33,1.55,10,751.315
1149.250000,1.37,-2.37,0.21,4.58,10,751.315
1149.291670,0.77,-1.88,0.49,2.17,10,751.216
1149.333330,1.82,-1.62,0.08,0.05,10,751.216
1149.375000,3.31,-2.32,1.63,4.69,10,751.216
1149.416670,4.62,-4.39,1.42,4.95,10,751.216
1149.458330,5.56,-5.17,0.81,3.7,10,751.216
1149.500000,6.57,-5.28,0.6,2.45,10,750.72
1149.541670,6.93,-5.1,0.93,5.69,10,750.224
1149.583330,7.7,-4.74,2.11,5.5,10,750.224
1149.625000,8,-4.61,0.72,3.07,10,749.53
1149.666670,7.15,-4.54,0.94,4.69,10,749.431
1149.708330,6.51,-3.9,0.9,4.86,10,749.431
1149.750000,5.98,-3.71,1.06,5.06,10,749.53
1149.791670,4.76,-1.32,2.67,1.27,10,749.53
1149.833330,4.13,-0.19,3.08,1.02,10,749.53
1149.875000,3.62,0.03,2.49,1.11,10,749.728
1149.916670,3.12,0.18,2.94,0.86,10,749.53
1149.958330,2.95,0.08,2.94,0.86,10,749.53
1150.000000,2.99,0.19,2.73,0.94,10,749.133
1150.041670,2.79,0.39,0.89,2,10,749.034
1150.083330,2.52,0.65,2.22,6.22,10,749.034
1150.125000,2.18,0.42,1.12,6,10,748.836
1150.166670,2.32,0.57,1.4,0.02,10,748.737
1150.208330,1.75,0.33,1.22,5.24,10,748.737
1150.250000,1.37,-0.01,0.83,5.46,10,748.439
1150.291670,1.04,-0.35,1.28,5,10,748.043
1150.333330,1.65,-0.26,1.94,4.98,10,748.043
1150.375000,2.49,0.31,1.98,5.36,10,748.142
1150.416670,3.34,0.59,2.55,5.22,10,748.241
1150.458330,4.89,0.96,1.69,5.34,10,748.241
1150.500000,5.73,1.24,2.61,5.08,10,747.646
1150.541670,7.11,1.32,1.89,5.25,10,746.853
1150.583330,7.17,0.98,2.19,5.44,10,746.853
1150.625000,7,1.1,2.84,5.66,10,746.059
1150.666670,5.88,1.14,4.43,6.13,10,746.555
1150.708330,5.03,0.72,3.47,6.04,10,746.555
1150.750000,4.23,1.71,3.21,5.56,10,746.654
1150.791670,3.66,1.93,3.85,5.67,10,746.853
1150.833330,3.08,1.8,4.35,5.72,10,746.853
1150.875000,2.96,1.77,2.61,5.67,10,747.844
1150.916670,2.76,1.36,2.93,5.82,10,748.439
1150.958330,2.48,0.9,2.84,5.42,10,748.439
1151.000000,2.21,0.41,3.13,5.66,10,749.728
1151.041670,2.02,-0.06,3.14,5.72,10,750.323
1151.083330,1.91,-0.21,2.38,5.65,10,750.323
1151.125000,1.82,-0.28,2.54,5.88,10,751.117
1151.166670,1.78,-0.4,2.48,5.94,10,751.514
1151.208330,1.78,-0.48,2.43,6.24,10,751.514
1151.250000,1.61,-0.5,3.32,6.26,10,752.208
1151.291670,1.55,-1.14,3.29,6.19,10,752.208
1151.333330,1.88,-0.7,3.09,6.06,10,752.208
1151.375000,2.63,-1.64,4.17,0.37,10,752.803
1151.416670,2.8,-2.1,3.74,5.93,10,752.604
1151.458330,3,-2.13,4.24,5.96,10,752.604
1151.500000,3.3,-2.57,4.45,6.22,10,752.803
1151.541670,2.28,-0.9,4.59,6.09,10,752.406
1151.583330,2.05,-0.12,3.67,6.02,10,752.406
1151.625000,1.34,0.46,4.15,5.7,10,752.208
1151.666670,0.97,0.41,4.48,5.73,10,752.406
1151.708330,0.77,0.24,3.77,5.82,10,752.406
1151.750000,0.4,-0.14,3.03,5.88,10,752.803
1151.791670,0.5,-0.25,2.31,5.59,10,753.199
1151.833330,0.43,-0.43,2.5,5.65,10,753.199
1151.875000,0.37,-0.5,2.09,5.76,10,753.695
1151.916670,0.33,-0.47,2.49,5.44,10,754.092
1151.958330,0.33,-0.31,1.73,5.74,10,754.092
1152.000000,0.4,-0.23,2.1,5.79,10,754.588
1152.041670,0.37,-0.04,2.63,5.82,10,754.885
1152.083330,0.23,-0.15,2.27,5.72,10,754.885
1152.125000,0.13,-0.31,2.96,5.8,10,755.282
1152.166670,-0.12,-0.43,3.01,6.07,10,755.48
1152.208330,-0.2,-0.47,3.03,6.19,10,755.48
1152.250000,-0.43,-0.55,3.29,6.11,10,756.075
1152.291670,-0.5,-0.65,2.89,5.99,10,756.174
1152.333330,-0.3,-1,2.14,5.81,10,756.174
1152.375000,0.14,-1.24,3.74,5.81,10,756.869
1152.416670,0.24,-3.15,4.27,6.2,7.5,756.968
1152.458330,0.98,-3.25,3.6,6.12,7.5,756.968
1152.500000,1.66,-2.77,3.78,6.09,10,756.67
1152.541670,2.46,-2.44,3.38,5.81,10,756.075
1152.583330,2.73,-1.83,3.21,6.19,10,756.075
1152.625000,2.6,-1.02,1.99,0.69,10,755.48
1152.666670,2.56,-1.1,1.9,1.02,10,755.084
1152.708330,2.15,-0.97,2.5,1.25,10,755.084
1152.750000,1.61,-0.71,2.51,1.13,10,754.588
1152.791670,1.24,-0.69,1.67,1.18,10,754.489
1152.833330,0.83,-0.87,1.05,0.56,10,754.489
1152.875000,0.83,-0.45,1.24,0.42,10,754.29
1152.916670,0.91,-0.86,1.87,0.43,10,754.092
1152.958330,0.84,-0.52,1.07,0.15,10,754.092
1153.000000,0.81,-0.57,1.17,0.3,10,753.695
1153.041670,0.91,-0.45,1.05,2.5,10,753.695
1153.083330,0.85,-0.57,0.33,5.76,10,753.695
1153.125000,0.74,-0.32,0.43,4.74,10,753.001
1153.166670,0.85,-0.43,1.05,4.16,10,752.704
1153.208330,0,-1.8,1.43,5.26,10,752.704
1153.250000,-0.87,-3.13,1.62,5.03,10,752.505
1153.291670,-1.01,-4.07,1.08,4.85,10,752.109
1153.333330,-1.04,-3.93,2.29,4.61,10,752.109
1153.375000,-0.83,-3.36,2.29,4.94,10,751.811
1153.416670,0.17,-3.04,3.1,5.23,10,751.613
1153.458330,1.42,-2.52,1.76,5.79,10,751.613
1153.500000,2.56,-1.47,1.21,5.52,10,750.423
1153.541670,2.96,-0.55,2.26,5.75,10,749.728
1153.583330,2.79,-1.49,2.73,5.5,10,749.728
1153.625000,3,-2.15,2.22,5.4,7.5,748.538
1153.666670,2.92,-2.46,1.25,4.95,10,748.142
1153.708330,2.72,-2.55,0.8,4.97,10,748.142
1153.750000,2.45,-2.26,0.36,5.55,7.5,747.051
1153.791670,2.36,-1.77,0.1,5.94,10,746.456
1153.833330,2.16,-1.04,0.53,4.61,10,746.456
1153.875000,2.22,-1.5,0.04,0.78,10,745.861
1153.916670,1.75,-0.3,0.79,2.06,10,745.365
1153.958330,1.82,-0.16,0.74,6.13,10,745.365
1154.000000,1.78,-0.66,0.7,6.13,10,744.274
1154.041670,1.65,0.47,0.33,0.05,10,743.778
1154.083330,1.65,0.19,0.62,6.22,10,743.778
1154.125000,1.65,0.75,0.73,0.39,10,742.787
1154.166670,1.58,0.75,0.77,0.87,10,742.291
1154.208330,1.45,0.93,0.73,1.58,10,742.291
1154.250000,1.28,0.81,0.06,4.74,10,741.597
1154.291670,1.35,0.8,0.68,4.67,10,741.398
1154.333330,1.48,0.66,1.04,3.4,10,741.398
1154.375000,2.4,0.31,2.1,3.07,10,741.795
1154.416670,2.83,0.48,2.62,2.98,10,741.894
1154.458330,3.13,0.75,2.9,3.01,10,741.894
1154.500000,3.98,0.92,1.94,3.44,10,741.696
1154.541670,3.94,0.86,2.47,3.8,10,741.497
1154.583330,4.11,0.51,1.58,3.62,10,741.497
1154.625000,3.73,1.66,3.14,2.97,10,741.398
1154.666670,3.87,1.76,3.89,2.85,10,741.497
1154.708330,3.63,1.93,3.22,2.55,10,741.497
1154.750000,3.57,2.3,2.2,2.33,10,741.696
1154.791670,3.43,2.21,2.01,2.21,10,741.696
1154.833330,3.23,2.01,1.6,2.05,10,741.696
1154.875000,3.2,2.08,0.54,2.44,10,741.497
1154.916670,2.8,2.19,0.67,0.88,10,741.795
1154.958330,3.07,2.57,1.79,1,10,741.795
1155.000000,3,2.89,1.1,1.67,10,741.993
1155.041670,2.93,2.91,0.65,1.77,10,741.894
1155.083330,2.86,2.93,1.58,0.67,10,741.894
1155.125000,2.56,2.53,2.24,1.1,10,741.597
1155.166670,1.88,1.67,1.56,0.66,10,741.398
1155.208330,1.41,1.16,1.46,5.37,10,741.398
1155.250000,0.46,0.55,1.31,4.75,10,741.001
1155.291670,0.6,0.63,2.07,5.17,10,741.101
1155.333330,1.15,1,2.38,5.72,10,741.101
1155.375000,2.02,1.71,1.88,5.28,10,740.803
1155.416670,3.65,2.6,3.18,5.96,10,740.704
1155.458330,5.37,2.88,2.49,5.66,10,740.704
1155.500000,6.21,3.24,3.39,5.84,10,740.307
1155.541670,7.99,2.87,3.88,0.27,10,739.316
1155.583330,9.47,2.71,3.39,0.36,10,739.316
1155.625000,9.09,2.76,2.07,0.92,10,738.225
1155.666670,9.59,3,3.71,0.98,10,737.828
1155.708330,7.66,3.06,4.94,0.98,10,737.828
1155.750000,6.45,3.12,2.2,1.03,10,736.936
1155.791670,6.56,3.36,2.66,0.05,10,737.531
1155.833330,6.18,3.66,1.71,0.21,10,737.531
1155.875000,4.83,1.41,3.79,0.75,10,737.63
1155.916670,4.5,-0.05,4.41,0.75,10,737.927
1155.958330,3.49,-1.58,5.85,0.83,10,737.927
1156.000000,2.55,-3.31,6.8,0.85,10,738.522
1156.041670,1.5,-4.97,7.72,0.73,10,739.018
1156.083330,0.69,-6.49,6.47,0.71,10,739.018
1156.125000,-0.21,-7.27,6.74,0.41,10,740.109
1156.166670,-0.71,-8.45,4.44,6.18,10,740.605
1156.208330,-1.36,-9.14,5.94,0.08,10,740.605
1156.250000,-1.9,-10.16,6.36,0.23,10,742.092
1156.291670,-2.23,-10.6,4.79,0.22,10,742.787
1156.333330,-2.16,-11.02,4.53,0.15,10,742.787
1156.375000,-2.12,-11.22,4.98,0.16,10,744.472
1156.416670,-1.41,-11.34,3.93,0.21,10,744.968
1156.458330,-0.67,-10.94,3.17,5.99,10,744.968
1156.500000,0.17,-10.5,3.04,5.43,10,745.563
1156.541670,1.01,-10.22,2.9,5.46,10,745.662
1156.583330,1.07,-9.87,3.1,5.58,10,745.662
1156.625000,0.87,-9.04,2.49,6.08,10,745.563
1156.666670,0.77,-8.63,3,0.58,10,745.464
1156.708330,0.19,-8.71,2.48,0.29,10,745.464
1156.750000,-0.51,-8.71,2.79,6.2,10,745.96
1156.791670,-1.55,-8.37,2.51,0.12,10,745.96
1156.833330,-1.88,-8.74,3.35,6.1,10,745.96
1156.875000,-2.32,-8.41,3.76,5.88,10,746.059
1156.916670,-2.49,-8.66,3.12,5.69,10,745.96
1156.958330,-2.6,-8.87,3.53,5.45,10,745.96
1157.000000,-2.69,-9.31,4.08,5.48,10,746.357
1157.041670,-2.93,-8.97,3.55,5.61,10,746.456
1157.083330,-2.86,-9.28,3.14,5.74,10,746.456
1157.125000,-3.1,-9.72,3.42,5.53,10,746.257
1157.166670,-3.12,-9.86,3.46,5.56,10,746.456
1157.208330,-3.22,-9.94,2.93,5.64,10,746.456
1157.250000,-3.19,-10,3.32,5.5,10,746.456
1157.291670,-3.26,-9.23,2.73,5.51,10,746.357
1157.333330,-2.85,-8.81,3.23,5.73,10,746.357
1157.375000,-3.12,-7.48,3.22,6.03,10,746.059
1157.416670,-2.92,-6.8,3.02,6.08,10,745.861
1157.458330,-2.65,-5.69,3.39,5.55,10,745.861
1157.500000,-2.92,-4.54,3.79,5.56,10,745.067
1157.541670,-2.99,-4.58,4.49,5.45,10,744.671
1157.583330,-2.75,-4.08,4,5.47,10,744.671
1157.625000,-2.82,-4.57,4.22,5.31,10,743.977
1157.666670,-2.65,-4.4,3.65,5.32,10,743.977
1157.708330,-2.75,-4.35,2.18,5.23,10,743.977
1157.750000,-2.92,-4.44,1.81,5.18,10,743.877
1157.791670,-3.06,-4.45,1.15,5.53,10,743.977
1157.833330,-3.3,-4.64,0.33,4.47,10,743.977
1157.875000,-3.16,-4.31,0.8,0.25,10,744.076
1157.916670,-3.5,-4.26,1.36,2.14,10,743.977
1157.958330,-3.73,-4.53,0.51,2.21,10,743.977
1158.000000,-4.47,-5,0.46,2.34,10,744.076
1158.041670,-4.1,-4.96,1.58,1.25,10,744.472
1158.083330,-3.21,-4.25,0.86,1.5,10,744.472
1158.125000,-2.98,-3.79,1.12,0.65,10,744.671
1158.166670,-2.98,-3.71,1.01,0.01,10,744.373
1158.208330,-2.95,-3.4,1.48,5.33,10,744.373
1158.250000,-3.22,-3.92,1.59,5.42,10,744.373
1158.291670,-3.05,-3.89,2.47,5.37,10,744.274
1158.333330,-2.61,-3.65,2.39,5.09,10,744.274
1158.375000,-2.21,-3.17,2.7,5.34,10,743.58
1158.416670,-1.87,-2.78,2.99,5.23,10,743.183
1158.458330,-1.2,-2.36,3.85,5.26,10,743.183
1158.500000,-0.45,-1.59,3.71,5.55,10,742.886
1158.541670,-0.35,-1.95,2.04,5.53,7.5,742.787
1158.583330,0.01,-1.45,0.99,5.78,7.5,742.787
1158.625000,1.16,-1.35,1.93,2.45,10,742.687
1158.666670,3.55,0.79,2.86,1.97,4.4,743.183
1158.708330,3.88,1.28,0.79,5.49,4.4,743.183
1158.750000,1.47,0.77,0.85,5.25,10,743.183
1158.791670,0.4,0.19,1.2,1.1,4.4,743.481
1158.833330,0.97,0.51,1.76,1.36,4.4,743.481
1158.875000,4.06,2.76,0.91,2.74,10,744.175
1158.916670,5.01,3.22,2.32,1.58,7.5,744.472
1158.958330,4.77,3.13,0.95,6.22,7.5,744.472
1159.000000,6.86,3.73,2.99,3.5,10,745.266
1159.041670,7.03,3.63,3.05,3.32,4.4,745.662
1159.083330,5.47,3.13,2.58,2.79,4.4,745.662
1159.125000,4.66,2.84,3.44,2.73,4.4,745.96
1159.166670,5.23,3.16,3.02,2.89,4.4,745.96
1159.208330,6.11,3.24,4.18,2.81,4.4,745.96
1159.250000,6.17,3.23,3.81,2.9,10,746.257
1159.291670,6.48,3.15,1.97,2.62,10,746.357
1159.333330,8.31,3.72,2.8,3.46,10,746.357
1159.375000,9.72,5.07,4.95,3.02,2,746.753
1159.416670,9.91,5,4.95,2.76,7.5,746.753
1159.458330,11.36,4.56,3.39,3.62,7.5,746.753
1159.500000,13.92,5.08,4.78,4.23,10,746.853
1159.541670,16.17,4.57,7.61,4,10,746.059
1159.583330,16.8,4.86,7.6,3.83,10,746.059
1159.625000,17.2,5.04,7.48,3.81,10,745.067
1159.666670,15.91,5.29,6.86,3.95,10,744.968
1159.708330,14.65,5.69,2.37,3.54,10,744.968
1159.750000,13.81,5.71,5.12,4.17,7.5,745.167
1159.791670,10.51,5.75,1.18,2.45,2,745.464
1159.833330,10.35,6.21,3.41,2.81,2,745.464
1159.875000,9.67,6.13,1.38,2.25,4.4,745.563
1159.916670,9.41,6.1,2.39,2.68,7.5,745.464
1159.958330,10.97,6.28,4.03,2.76,7.5,745.464
1160.000000,9.85,6.13,2.87,2.51,7.5,744.869
1160.041670,9.28,6.18,0.6,1.55,10,744.77
1160.083330,8.71,5.98,2.49,0.74,10,744.77
1160.125000,7.79,5.64,1.74,0.8,7.5,743.282
1160.166670,10.5,5.5,2.28,2.26,7.5,742.192
1160.208330,10.84,5.53,1.42,2.13,7.5,742.192
1160.250000,12.08,5.05,3.06,2.4,10,740.902
1160.291670,12.08,5.23,2.34,2.91,10,740.902
1160.333330,11.95,5.52,1.12,5.76,10,740.902
