                    JDAY,WB,VOLIN(m3),VOLPR(m3),VOLOUT(m3),VOLWD(m3),VOLEV(m3),VOLDT(m3),VOLTRB(m3),VOLICE(m3),%VOLerror
 40676.000,   1,  0.71169258E+11,   0.00000000E+00,  -0.76224987E+11,   0.00000000E+00,   0.00000000E+00,   0.37621666E+10,   0.13225020E+10,   0.00000000E+00,   0.18412873E-07,
 40677.000,   1,  0.71917387E+11,   0.00000000E+00,  -0.77019235E+11,   0.00000000E+00,   0.00000000E+00,   0.38151606E+10,   0.13299887E+10,   0.00000000E+00,   0.11755641E-07,
 40678.000,   1,  0.72742629E+11,   0.00000000E+00,  -0.77891929E+11,   0.00000000E+00,   0.00000000E+00,   0.38643570E+10,   0.13372796E+10,   0.00000000E+00,   0.10527315E-07,
 40679.000,   1,  0.73629448E+11,   0.00000000E+00,  -0.78817274E+11,   0.00000000E+00,   0.00000000E+00,   0.38933907E+10,   0.13450958E+10,   0.00000000E+00,   0.14190411E-07,
 40680.000,   1,  0.74596309E+11,   0.00000000E+00,  -0.79836088E+11,   0.00000000E+00,   0.00000000E+00,   0.39484717E+10,   0.13546247E+10,   0.00000000E+00,   0.12126110E-07,
 40681.000,   1,  0.75639671E+11,   0.00000000E+00,  -0.80934835E+11,   0.00000000E+00,   0.00000000E+00,   0.39995407E+10,   0.13657320E+10,   0.00000000E+00,   0.11820357E-07,
 40682.000,   1,  0.76739733E+11,   0.00000000E+00,  -0.82073352E+11,   0.00000000E+00,   0.00000000E+00,   0.40279375E+10,   0.13773532E+10,   0.00000000E+00,   0.12057439E-07,
 40683.000,   1,  0.77850049E+11,   0.00000000E+00,  -0.83213636E+11,   0.00000000E+00,   0.00000000E+00,   0.40461118E+10,   0.13891459E+10,   0.00000000E+00,   0.15256249E-07,
 40684.000,   1,  0.78954187E+11,   0.00000000E+00,  -0.84362384E+11,   0.00000000E+00,   0.00000000E+00,   0.40712584E+10,   0.14010362E+10,   0.00000000E+00,   0.19115661E-07,
 40685.000,   1,  0.80069413E+11,   0.00000000E+00,  -0.85513598E+11,   0.00000000E+00,   0.00000000E+00,   0.40981068E+10,   0.14127552E+10,   0.00000000E+00,   0.16714989E-07,
 40686.000,   1,  0.81207688E+11,   0.00000000E+00,  -0.86673087E+11,   0.00000000E+00,   0.00000000E+00,   0.41087854E+10,   0.14240586E+10,   0.00000000E+00,   0.15719382E-07,
 40687.000,   1,  0.82375614E+11,   0.00000000E+00,  -0.87859825E+11,   0.00000000E+00,   0.00000000E+00,   0.41160971E+10,   0.14350686E+10,   0.00000000E+00,   0.19583657E-07,
 40688.000,   1,  0.83581412E+11,   0.00000000E+00,  -0.89087478E+11,   0.00000000E+00,   0.00000000E+00,   0.41333316E+10,   0.14458458E+10,   0.00000000E+00,   0.16819509E-07,
 40689.000,   1,  0.84792889E+11,   0.00000000E+00,  -0.90333168E+11,   0.00000000E+00,   0.00000000E+00,   0.41546779E+10,   0.14562679E+10,   0.00000000E+00,   0.15562143E-07,
 40690.000,   1,  0.85986973E+11,   0.00000000E+00,  -0.91548650E+11,   0.00000000E+00,   0.00000000E+00,   0.41625253E+10,   0.14663478E+10,   0.00000000E+00,   0.14972276E-07,
 40691.000,   1,  0.87176412E+11,   0.00000000E+00,  -0.92763772E+11,   0.00000000E+00,   0.00000000E+00,   0.41776849E+10,   0.14762199E+10,   0.00000000E+00,   0.17028869E-07,
 40692.000,   1,  0.88373042E+11,   0.00000000E+00,  -0.93995145E+11,   0.00000000E+00,   0.00000000E+00,   0.42030643E+10,   0.14859205E+10,   0.00000000E+00,   0.15976896E-07,
 40693.000,   1,  0.89599374E+11,   0.00000000E+00,  -0.95230435E+11,   0.00000000E+00,   0.00000000E+00,   0.42086726E+10,   0.14952665E+10,   0.00000000E+00,   0.15594453E-07,
 40694.000,   1,  0.90822163E+11,   0.00000000E+00,  -0.96469368E+11,   0.00000000E+00,   0.00000000E+00,   0.42170744E+10,   0.15038178E+10,   0.00000000E+00,   0.14652113E-07,
 40695.000,   1,  0.92031158E+11,   0.00000000E+00,  -0.97706562E+11,   0.00000000E+00,   0.00000000E+00,   0.42348201E+10,   0.15118426E+10,   0.00000000E+00,   0.14416968E-07,
 40696.000,   1,  0.93226647E+11,   0.00000000E+00,  -0.98919196E+11,   0.00000000E+00,   0.00000000E+00,   0.42467367E+10,   0.15199650E+10,   0.00000000E+00,   0.10893057E-07,
 40697.000,   1,  0.94416008E+11,   0.00000000E+00,  -0.10013094E+12,   0.00000000E+00,   0.00000000E+00,   0.42611237E+10,   0.15280633E+10,   0.00000000E+00,   0.90498218E-08,
 40698.000,   1,  0.95610864E+11,   0.00000000E+00,  -0.10136107E+12,   0.00000000E+00,   0.00000000E+00,   0.42846177E+10,   0.15359293E+10,   0.00000000E+00,   0.10302079E-07,
 40699.000,   1,  0.96817886E+11,   0.00000000E+00,  -0.10261423E+12,   0.00000000E+00,   0.00000000E+00,   0.43237831E+10,   0.15435990E+10,   0.00000000E+00,   0.10355874E-07,
 40700.000,   1,  0.98059005E+11,   0.00000000E+00,  -0.10389496E+12,   0.00000000E+00,   0.00000000E+00,   0.43670293E+10,   0.15512566E+10,   0.00000000E+00,   0.86415668E-08,
 40701.000,   1,  0.99314158E+11,   0.00000000E+00,  -0.10517366E+12,   0.00000000E+00,   0.00000000E+00,   0.43911440E+10,   0.15590736E+10,   0.00000000E+00,   0.78034323E-08,
 40702.000,   1,  0.10056519E+12,   0.00000000E+00,  -0.10644477E+12,   0.00000000E+00,   0.00000000E+00,   0.44008843E+10,   0.15670984E+10,   0.00000000E+00,   0.70173883E-08,
 40703.000,   1,  0.10180512E+12,   0.00000000E+00,  -0.10771390E+12,   0.00000000E+00,   0.00000000E+00,   0.44168027E+10,   0.15753310E+10,   0.00000000E+00,   0.55397619E-08,
 40704.000,   1,  0.10303757E+12,   0.00000000E+00,  -0.10898899E+12,   0.00000000E+00,   0.00000000E+00,   0.44513403E+10,   0.15836250E+10,   0.00000000E+00,   0.50947936E-08,
 40705.000,   1,  0.10427287E+12,   0.00000000E+00,  -0.11026803E+12,   0.00000000E+00,   0.00000000E+00,   0.44900118E+10,   0.15914910E+10,   0.00000000E+00,   0.39447758E-08,
 40706.000,   1,  0.10549227E+12,   0.00000000E+00,  -0.11152595E+12,   0.00000000E+00,   0.00000000E+00,   0.45159490E+10,   0.15986472E+10,   0.00000000E+00,   0.49034379E-08,
 40707.000,   1,  0.10669414E+12,   0.00000000E+00,  -0.11276918E+12,   0.00000000E+00,   0.00000000E+00,   0.45425241E+10,   0.16052284E+10,   0.00000000E+00,   0.56016033E-08,
 40708.000,   1,  0.10789647E+12,   0.00000000E+00,  -0.11401064E+12,   0.00000000E+00,   0.00000000E+00,   0.45722219E+10,   0.16111004E+10,   0.00000000E+00,   0.62243723E-08,
 40709.000,   1,  0.10909307E+12,   0.00000000E+00,  -0.11522983E+12,   0.00000000E+00,   0.00000000E+00,   0.45901729E+10,   0.16165686E+10,   0.00000000E+00,   0.58982335E-08,
 40710.000,   1,  0.11029941E+12,   0.00000000E+00,  -0.11643962E+12,   0.00000000E+00,   0.00000000E+00,   0.45873417E+10,   0.16228072E+10,   0.00000000E+00,   0.70607350E-08,
 40711.000,   1,  0.11152382E+12,   0.00000000E+00,  -0.11767799E+12,   0.00000000E+00,   0.00000000E+00,   0.45967297E+10,   0.16297676E+10,   0.00000000E+00,   0.82248123E-08,
 40712.000,   1,  0.11274579E+12,   0.00000000E+00,  -0.11893704E+12,   0.00000000E+00,   0.00000000E+00,   0.46294510E+10,   0.16362755E+10,   0.00000000E+00,   0.87060254E-08,
 40713.000,   1,  0.11395170E+12,   0.00000000E+00,  -0.12016528E+12,   0.00000000E+00,   0.00000000E+00,   0.46437947E+10,   0.16418783E+10,   0.00000000E+00,   0.55521886E-08,
 40714.000,   1,  0.11512308E+12,   0.00000000E+00,  -0.12135279E+12,   0.00000000E+00,   0.00000000E+00,   0.46496804E+10,   0.16470161E+10,   0.00000000E+00,   0.80013143E-08,
 40715.000,   1,  0.11625361E+12,   0.00000000E+00,  -0.12250065E+12,   0.00000000E+00,   0.00000000E+00,   0.46594713E+10,   0.16520684E+10,   0.00000000E+00,   0.89365985E-08,
 40716.000,   1,  0.11734965E+12,   0.00000000E+00,  -0.12362616E+12,   0.00000000E+00,   0.00000000E+00,   0.46820041E+10,   0.16574016E+10,   0.00000000E+00,   0.93517915E-08,
 40717.000,   1,  0.11844924E+12,   0.00000000E+00,  -0.12476415E+12,   0.00000000E+00,   0.00000000E+00,   0.47170309E+10,   0.16630285E+10,   0.00000000E+00,   0.90465194E-08,
 40718.000,   1,  0.11955829E+12,   0.00000000E+00,  -0.12590105E+12,   0.00000000E+00,   0.00000000E+00,   0.47420599E+10,   0.16684597E+10,   0.00000000E+00,   0.83569649E-08,
 40718.999,   1,  0.12068856E+12,   0.00000000E+00,  -0.12707511E+12,   0.00000000E+00,   0.00000000E+00,   0.47808565E+10,   0.16735975E+10,   0.00000000E+00,   0.90042607E-08,
 40720.000,   1,  0.12184801E+12,   0.00000000E+00,  -0.12827570E+12,   0.00000000E+00,   0.00000000E+00,   0.48170057E+10,   0.16785029E+10,   0.00000000E+00,   0.70721467E-08,
 40721.000,   1,  0.12298468E+12,   0.00000000E+00,  -0.12943360E+12,   0.00000000E+00,   0.00000000E+00,   0.48255903E+10,   0.16831025E+10,   0.00000000E+00,   0.60899392E-08,
 40722.000,   1,  0.12405334E+12,   0.00000000E+00,  -0.13050995E+12,   0.00000000E+00,   0.00000000E+00,   0.48231541E+10,   0.16873720E+10,   0.00000000E+00,   0.84876556E-08,
 40723.000,   1,  0.12507117E+12,   0.00000000E+00,  -0.13153603E+12,   0.00000000E+00,   0.00000000E+00,   0.48298612E+10,   0.16912377E+10,   0.00000000E+00,   0.92247424E-08,
 40724.000,   1,  0.12607752E+12,   0.00000000E+00,  -0.13255601E+12,   0.00000000E+00,   0.00000000E+00,   0.48420104E+10,   0.16948095E+10,   0.00000000E+00,   0.89975839E-08,
 40725.000,   1,  0.12707536E+12,   0.00000000E+00,  -0.13357369E+12,   0.00000000E+00,   0.00000000E+00,   0.48560393E+10,   0.16988951E+10,   0.00000000E+00,   0.10926318E-07,
 40726.000,   1,  0.12807372E+12,   0.00000000E+00,  -0.13461495E+12,   0.00000000E+00,   0.00000000E+00,   0.48939862E+10,   0.17035317E+10,   0.00000000E+00,   0.12916672E-07,
 40727.000,   1,  0.12911664E+12,   0.00000000E+00,  -0.13570234E+12,   0.00000000E+00,   0.00000000E+00,   0.49403500E+10,   0.17079236E+10,   0.00000000E+00,   0.14060296E-07,
 40728.000,   1,  0.13016172E+12,   0.00000000E+00,  -0.13677481E+12,   0.00000000E+00,   0.00000000E+00,   0.49638027E+10,   0.17118013E+10,   0.00000000E+00,   0.10942384E-07,
 40728.999,   1,  0.13118306E+12,   0.00000000E+00,  -0.13782720E+12,   0.00000000E+00,   0.00000000E+00,   0.49835239E+10,   0.17154591E+10,   0.00000000E+00,   0.12197256E-07,
 40730.000,   1,  0.13218484E+12,   0.00000000E+00,  -0.13884348E+12,   0.00000000E+00,   0.00000000E+00,   0.49906561E+10,   0.17191047E+10,   0.00000000E+00,   0.11323021E-07,
 40731.000,   1,  0.13312035E+12,   0.00000000E+00,  -0.13979094E+12,   0.00000000E+00,   0.00000000E+00,   0.49961413E+10,   0.17226891E+10,   0.00000000E+00,   0.89868357E-08,
 40732.000,   1,  0.13405709E+12,   0.00000000E+00,  -0.14076474E+12,   0.00000000E+00,   0.00000000E+00,   0.50318257E+10,   0.17262366E+10,   0.00000000E+00,   0.10825803E-07,
 40733.000,   1,  0.13505034E+12,   0.00000000E+00,  -0.14177849E+12,   0.00000000E+00,   0.00000000E+00,   0.50531787E+10,   0.17298943E+10,   0.00000000E+00,   0.10103579E-07,
 40734.000,   1,  0.13605059E+12,   0.00000000E+00,  -0.14279575E+12,   0.00000000E+00,   0.00000000E+00,   0.50671378E+10,   0.17336134E+10,   0.00000000E+00,   0.14798079E-07,
 40735.000,   1,  0.13702202E+12,   0.00000000E+00,  -0.14378957E+12,   0.00000000E+00,   0.00000000E+00,   0.50878372E+10,   0.17370756E+10,   0.00000000E+00,   0.14314032E-07,
 40736.000,   1,  0.13793828E+12,   0.00000000E+00,  -0.14472087E+12,   0.00000000E+00,   0.00000000E+00,   0.50951993E+10,   0.17400972E+10,   0.00000000E+00,   0.18776226E-07,
 40737.000,   1,  0.13878204E+12,   0.00000000E+00,  -0.14557137E+12,   0.00000000E+00,   0.00000000E+00,   0.50899403E+10,   0.17428374E+10,   0.00000000E+00,   0.22215180E-07,
 40737.999,   1,  0.13957290E+12,   0.00000000E+00,  -0.14637336E+12,   0.00000000E+00,   0.00000000E+00,   0.50883964E+10,   0.17455775E+10,   0.00000000E+00,   0.29168630E-07,
 40738.999,   1,  0.14035208E+12,   0.00000000E+00,  -0.14718196E+12,   0.00000000E+00,   0.00000000E+00,   0.51117928E+10,   0.17484399E+10,   0.00000000E+00,   0.34709638E-07,
 40740.000,   1,  0.14117506E+12,   0.00000000E+00,  -0.14803147E+12,   0.00000000E+00,   0.00000000E+00,   0.51461343E+10,   0.17513512E+10,   0.00000000E+00,   0.19972521E-07,
 40741.000,   1,  0.14198765E+12,   0.00000000E+00,  -0.14884962E+12,   0.00000000E+00,   0.00000000E+00,   0.51497758E+10,   0.17542624E+10,   0.00000000E+00,   0.20499639E-07,
 40741.999,   1,  0.14272596E+12,   0.00000000E+00,  -0.14958251E+12,   0.00000000E+00,   0.00000000E+00,   0.51377676E+10,   0.17571862E+10,   0.00000000E+00,   0.20681115E-07,
 40743.000,   1,  0.14343916E+12,   0.00000000E+00,  -0.15031408E+12,   0.00000000E+00,   0.00000000E+00,   0.51602523E+10,   0.17602442E+10,   0.00000000E+00,   0.16232231E-07,
 40744.000,   1,  0.14416821E+12,   0.00000000E+00,  -0.15107171E+12,   0.00000000E+00,   0.00000000E+00,   0.51847846E+10,   0.17637911E+10,   0.00000000E+00,   0.15585932E-07,
 40745.000,   1,  0.14491490E+12,   0.00000000E+00,  -0.15184398E+12,   0.00000000E+00,   0.00000000E+00,   0.51932692E+10,   0.17682187E+10,   0.00000000E+00,   0.15407262E-07,
 40745.999,   1,  0.14562536E+12,   0.00000000E+00,  -0.15258206E+12,   0.00000000E+00,   0.00000000E+00,   0.52089004E+10,   0.17730753E+10,   0.00000000E+00,   0.21897493E-07,
 40747.000,   1,  0.14629507E+12,   0.00000000E+00,  -0.15327050E+12,   0.00000000E+00,   0.00000000E+00,   0.52232735E+10,   0.17776141E+10,   0.00000000E+00,   0.24090157E-07,
 40748.000,   1,  0.14696528E+12,   0.00000000E+00,  -0.15395486E+12,   0.00000000E+00,   0.00000000E+00,   0.52364881E+10,   0.17815288E+10,   0.00000000E+00,   0.23980066E-07,
 40748.999,   1,  0.14762186E+12,   0.00000000E+00,  -0.15462218E+12,   0.00000000E+00,   0.00000000E+00,   0.52476690E+10,   0.17849783E+10,   0.00000000E+00,   0.21867007E-07,
 40750.000,   1,  0.14826599E+12,   0.00000000E+00,  -0.15528180E+12,   0.00000000E+00,   0.00000000E+00,   0.52578971E+10,   0.17881222E+10,   0.00000000E+00,   0.35219954E-07,
 40750.999,   1,  0.14890508E+12,   0.00000000E+00,  -0.15593923E+12,   0.00000000E+00,   0.00000000E+00,   0.52723165E+10,   0.17909355E+10,   0.00000000E+00,   0.28024846E-07,
 40751.999,   1,  0.14952792E+12,   0.00000000E+00,  -0.15657765E+12,   0.00000000E+00,   0.00000000E+00,   0.52828051E+10,   0.17936631E+10,   0.00000000E+00,   0.21016568E-07,
 40752.999,   1,  0.15014728E+12,   0.00000000E+00,  -0.15721504E+12,   0.00000000E+00,   0.00000000E+00,   0.52950608E+10,   0.17963666E+10,   0.00000000E+00,   0.14154531E-07,
 40754.000,   1,  0.15073965E+12,   0.00000000E+00,  -0.15781968E+12,   0.00000000E+00,   0.00000000E+00,   0.53037658E+10,   0.17990946E+10,   0.00000000E+00,   0.12435660E-07,
 40754.999,   1,  0.15128826E+12,   0.00000000E+00,  -0.15837410E+12,   0.00000000E+00,   0.00000000E+00,   0.53064346E+10,   0.18019937E+10,   0.00000000E+00,   0.13604493E-07,
 40755.999,   1,  0.15184122E+12,   0.00000000E+00,  -0.15894712E+12,   0.00000000E+00,   0.00000000E+00,   0.53286316E+10,   0.18049296E+10,   0.00000000E+00,   0.16793786E-07,
 40757.000,   1,  0.15240737E+12,   0.00000000E+00,  -0.15954188E+12,   0.00000000E+00,   0.00000000E+00,   0.53563738E+10,   0.18077679E+10,   0.00000000E+00,   0.25716767E-07,
 40757.999,   1,  0.15294223E+12,   0.00000000E+00,  -0.16009130E+12,   0.00000000E+00,   0.00000000E+00,   0.53613914E+10,   0.18106428E+10,   0.00000000E+00,   0.37105965E-07,
 40758.999,   1,  0.15344196E+12,   0.00000000E+00,  -0.16060552E+12,   0.00000000E+00,   0.00000000E+00,   0.53660235E+10,   0.18135053E+10,   0.00000000E+00,   0.42850478E-07,
 40760.000,   1,  0.15393506E+12,   0.00000000E+00,  -0.16112075E+12,   0.00000000E+00,   0.00000000E+00,   0.53851162E+10,   0.18163551E+10,   0.00000000E+00,   0.36289071E-07,
 40761.000,   1,  0.15443475E+12,   0.00000000E+00,  -0.16162853E+12,   0.00000000E+00,   0.00000000E+00,   0.53946405E+10,   0.18192176E+10,   0.00000000E+00,   0.30510895E-07,
 40762.000,   1,  0.15492274E+12,   0.00000000E+00,  -0.16211481E+12,   0.00000000E+00,   0.00000000E+00,   0.53930371E+10,   0.18220558E+10,   0.00000000E+00,   0.26918472E-07,
 40762.999,   1,  0.15537876E+12,   0.00000000E+00,  -0.16258850E+12,   0.00000000E+00,   0.00000000E+00,   0.54046456E+10,   0.18249182E+10,   0.00000000E+00,   0.34368194E-07,
 40763.999,   1,  0.15584505E+12,   0.00000000E+00,  -0.16309302E+12,   0.00000000E+00,   0.00000000E+00,   0.54372546E+10,   0.18277807E+10,   0.00000000E+00,   0.41580630E-07,
 40765.000,   1,  0.15632775E+12,   0.00000000E+00,  -0.16359857E+12,   0.00000000E+00,   0.00000000E+00,   0.54586066E+10,   0.18304968E+10,   0.00000000E+00,   0.24098216E-07,
 40766.000,   1,  0.15680625E+12,   0.00000000E+00,  -0.16409061E+12,   0.00000000E+00,   0.00000000E+00,   0.54704002E+10,   0.18331147E+10,   0.00000000E+00,   0.24047924E-07,
 40767.000,   1,  0.15730053E+12,   0.00000000E+00,  -0.16459940E+12,   0.00000000E+00,   0.00000000E+00,   0.54880053E+10,   0.18357447E+10,   0.00000000E+00,   0.24194383E-07,
 40767.999,   1,  0.15781047E+12,   0.00000000E+00,  -0.16512780E+12,   0.00000000E+00,   0.00000000E+00,   0.55060933E+10,   0.18382893E+10,   0.00000000E+00,   0.24462667E-07,
 40768.999,   1,  0.15828297E+12,   0.00000000E+00,  -0.16561951E+12,   0.00000000E+00,   0.00000000E+00,   0.55104231E+10,   0.18407724E+10,   0.00000000E+00,   0.47886524E-07,
 40769.999,   1,  0.15869933E+12,   0.00000000E+00,  -0.16604269E+12,   0.00000000E+00,   0.00000000E+00,   0.55066522E+10,   0.18432802E+10,   0.00000000E+00,   0.89438133E-07,
 40771.000,   1,  0.15913800E+12,   0.00000000E+00,  -0.16650544E+12,   0.00000000E+00,   0.00000000E+00,   0.55350968E+10,   0.18457638E+10,   0.00000000E+00,   0.45968169E-07,
 40771.999,   1,  0.15961557E+12,   0.00000000E+00,  -0.16701062E+12,   0.00000000E+00,   0.00000000E+00,   0.55740361E+10,   0.18482227E+10,   0.00000000E+00,   0.26924549E-07,
 40772.999,   1,  0.16010332E+12,   0.00000000E+00,  -0.16751568E+12,   0.00000000E+00,   0.00000000E+00,   0.55916895E+10,   0.18506692E+10,   0.00000000E+00,   0.25087774E-07,
 40774.000,   1,  0.16060741E+12,   0.00000000E+00,  -0.16804137E+12,   0.00000000E+00,   0.00000000E+00,   0.56067187E+10,   0.18530668E+10,   0.00000000E+00,   0.21070757E-07,
 40775.000,   1,  0.16111275E+12,   0.00000000E+00,  -0.16857149E+12,   0.00000000E+00,   0.00000000E+00,   0.56293626E+10,   0.18554769E+10,   0.00000000E+00,   0.14783583E-07,
 40775.999,   1,  0.16158800E+12,   0.00000000E+00,  -0.16907207E+12,   0.00000000E+00,   0.00000000E+00,   0.56457195E+10,   0.18578870E+10,   0.00000000E+00,   0.19121423E-07,
 40776.999,   1,  0.16201473E+12,   0.00000000E+00,  -0.16951639E+12,   0.00000000E+00,   0.00000000E+00,   0.56517214E+10,   0.18602479E+10,   0.00000000E+00,   0.83416329E-07,
 40777.999,   1,  0.16241189E+12,   0.00000000E+00,  -0.16993121E+12,   0.00000000E+00,   0.00000000E+00,   0.56663285E+10,   0.18625963E+10,   0.00000000E+00,   0.10003952E-06,
 40778.999,   1,  0.16282362E+12,   0.00000000E+00,  -0.17036533E+12,   0.00000000E+00,   0.00000000E+00,   0.56918530E+10,   0.18649446E+10,   0.00000000E+00,   0.62129565E-07,
 40779.999,   1,  0.16327635E+12,   0.00000000E+00,  -0.17084805E+12,   0.00000000E+00,   0.00000000E+00,   0.57248754E+10,   0.18673055E+10,   0.00000000E+00,   0.33737780E-07,
 40780.999,   1,  0.16375032E+12,   0.00000000E+00,  -0.17135467E+12,   0.00000000E+00,   0.00000000E+00,   0.57593403E+10,   0.18696422E+10,   0.00000000E+00,   0.27551805E-07,
 40782.000,   1,  0.16423030E+12,   0.00000000E+00,  -0.17184736E+12,   0.00000000E+00,   0.00000000E+00,   0.57698373E+10,   0.18719422E+10,   0.00000000E+00,   0.16931477E-07,
 40782.999,   1,  0.16468278E+12,   0.00000000E+00,  -0.17231028E+12,   0.00000000E+00,   0.00000000E+00,   0.57749500E+10,   0.18742176E+10,   0.00000000E+00,   0.37401554E-07,
 40783.999,   1,  0.16508646E+12,   0.00000000E+00,  -0.17272846E+12,   0.00000000E+00,   0.00000000E+00,   0.57874023E+10,   0.18764929E+10,   0.00000000E+00,   0.41278730E-07,
 40784.999,   1,  0.16546978E+12,   0.00000000E+00,  -0.17312571E+12,   0.00000000E+00,   0.00000000E+00,   0.57984771E+10,   0.18788537E+10,   0.00000000E+00,   0.41578042E-07,
 40786.000,   1,  0.16583813E+12,   0.00000000E+00,  -0.17351612E+12,   0.00000000E+00,   0.00000000E+00,   0.58139991E+10,   0.18812634E+10,   0.00000000E+00,   0.53151118E-07,
 40787.000,   1,  0.16621554E+12,   0.00000000E+00,  -0.17392214E+12,   0.00000000E+00,   0.00000000E+00,   0.58378185E+10,   0.18837343E+10,   0.00000000E+00,   0.46195213E-07,
 40788.000,   1,  0.16659350E+12,   0.00000000E+00,  -0.17432782E+12,   0.00000000E+00,   0.00000000E+00,   0.58585304E+10,   0.18862301E+10,   0.00000000E+00,   0.72800916E-07,
 40788.999,   1,  0.16694001E+12,   0.00000000E+00,  -0.17468623E+12,   0.00000000E+00,   0.00000000E+00,   0.58658222E+10,   0.18886769E+10,   0.00000000E+00,   0.82290968E-07,
 40790.000,   1,  0.16723915E+12,   0.00000000E+00,  -0.17499688E+12,   0.00000000E+00,   0.00000000E+00,   0.58761148E+10,   0.18909526E+10,   0.00000000E+00,   0.72102943E-07,
 40790.998,   1,  0.16748769E+12,   0.00000000E+00,  -0.17526408E+12,   0.00000000E+00,   0.00000000E+00,   0.58954586E+10,   0.18930443E+10,   0.00000000E+00,   0.46461425E-07,
 40791.999,   1,  0.16772828E+12,   0.00000000E+00,  -0.17553508E+12,   0.00000000E+00,   0.00000000E+00,   0.59265934E+10,   0.18951119E+10,   0.00000000E+00,   0.41489874E-07,
 40792.999,   1,  0.16799684E+12,   0.00000000E+00,  -0.17583575E+12,   0.00000000E+00,   0.00000000E+00,   0.59584384E+10,   0.18971549E+10,   0.00000000E+00,   0.43231487E-07,
 40794.000,   1,  0.16829891E+12,   0.00000000E+00,  -0.17616111E+12,   0.00000000E+00,   0.00000000E+00,   0.59818886E+10,   0.18991611E+10,   0.00000000E+00,   0.36282518E-07,
 40795.000,   1,  0.16858806E+12,   0.00000000E+00,  -0.17648123E+12,   0.00000000E+00,   0.00000000E+00,   0.60074768E+10,   0.19011431E+10,   0.00000000E+00,   0.49851845E-07,
 40795.999,   1,  0.16886194E+12,   0.00000000E+00,  -0.17679592E+12,   0.00000000E+00,   0.00000000E+00,   0.60442571E+10,   0.19031493E+10,   0.00000000E+00,   0.61866949E-07,
