$ HOXO_DLS 2011 2017-11-15 by 1_CWMS_weather_station_read_plot_v3.py<6 hours of missing data was deleted, >=6 hours missing data filled with DLS_2011_2015_met.csv,,,,,
1096.541670,10.34,2.06,4.02,5.76,0,765.0514291
1096.583330,10.17,2.41,4.47,5.06,0,765.0514291
1096.625000,10.37,2.01,6.7,5.06,0,765.9203021
1096.666670,10.2,2.41,4.47,5.23,0,766.789175
1096.708330,9.38,2.18,3.12,4.53,4.4,766.789175
1096.750000,8.54,2.62,2.23,4.18,0,766.789175
1096.791670,8.45,3.2,4.02,4.01,0,766.789175
1096.833330,6.86,3.07,4.91,4.88,2,766.789175
1096.875000,5.07,2.16,0,0,0,767.658048
1096.916670,3.12,1.25,4.02,1.92,0,768.526921
1096.958330,2.71,0.88,3.12,1.74,0,768.526921
1097.000000,2.25,0.68,3.57,1.74,0,768.526921
1097.041670,0.22,-0.51,1.34,2.09,0,768.526921
1097.083330,0.06,-0.67,0,0,0,768.526921
1097.125000,-0.3,-0.89,1.34,1.92,0,769.3957939
1097.166670,-0.56,-1.22,0,0,0,769.3957939
1097.208330,-0.87,-1.34,1.34,1.22,0,769.3957939
1097.250000,-1.82,-2.02,2.68,1.57,0,770.2646669
1097.291670,-1.55,-1.91,1.34,3.84,10,770.2646669
1097.333330,-2.01,-2.23,1.34,2.09,10,770.2646669
1097.375000,-0.82,-1.29,0,0,10,771.1335398
1097.416670,0.96,0.4,0,0,10,771.1335398
1097.458330,2.98,2.2,0,0,10,771.1335398
1097.500000,5.44,2.34,1.34,3.66,10,770.2646669
1097.541670,5.97,2.66,0,0,10,769.3957939
1097.583330,7.62,3.01,0,0,0,769.3957939
1097.625000,7.74,3.15,0,0,0,769.3957939
1097.666670,6.89,3.19,2.23,1.39,0,769.3957939
1097.708330,5.37,2.68,3.12,1.22,0,769.3957939
1097.750000,5.23,2.62,3.57,1.39,0,769.3957939
1097.791670,4.47,2.43,3.57,1.39,4.4,769.3957939
1097.833330,4.17,2.11,4.02,1.22,7.5,769.3957939
1097.875000,2.95,1.73,2.68,1.04,2,769.3957939
1097.916670,1.3,0.63,4.02,1.39,2,769.3957939
1097.958330,0.73,0.11,3.57,1.57,7.5,769.3957939
1098.000000,0.87,0.27,3.12,1.22,10,769.3957939
1098.041670,1.04,0.46,1.34,1.92,10,769.3957939
1098.083330,1.55,0.75,0,0,10,769.3957939
1098.125000,2.05,0.92,2.68,1.22,10,769.3957939
1098.166670,2.16,0.91,1.34,1.22,10,768.526921
1098.208330,1.85,0.96,0,0,10,768.526921
1098.250000,1.88,1.03,0,0,10,767.658048
1098.291670,1.85,1.12,0,0,10,767.658048
1098.333330,1.88,1.2,0,0,10,767.658048
1098.375000,2.05,1.36,0,0,10,766.789175
1098.416670,2.49,1.58,0,0,10,766.789175
1098.458330,2.97,1.66,0,0,10,766.789175
1098.500000,3.95,1.87,0,0,10,765.0514291
1098.541670,4.31,1.91,0,0,10,764.1825562
1098.583330,6.57,2.22,0,0,7.5,764.1825562
1098.625000,6.9,2.28,0,0,0,762.4448102
1098.666670,5.51,2.03,0,0,0,762.4448102
1098.708330,3.82,1.48,1.34,2.61,0,762.4448102
1098.750000,2.4,1.02,0,0,0,761.5759373
1098.791670,1.8,0.85,0,0,0,760.7070643
1098.833330,1.07,0.12,1.34,3.14,0,760.7070643
1098.875000,3.07,1.39,1.34,2.61,2,759.8381914
1098.916670,10.24,3.47,1.34,2.96,10,758.9693184
1098.958330,9.31,4.8,0,0,10,758.9693184
1099.000000,7.94,6.06,7.6,5.41,7.5,758.1004454
1099.041670,7.74,6.08,4.47,5.23,10,759.8381914
1099.083330,7.16,4.94,4.47,5.06,10,759.8381914
1099.125000,7.37,4.87,1.34,3.66,10,760.7070643
1099.166670,7.53,2.94,2.23,3.84,7.5,761.5759373
1099.208330,7.13,1.24,2.23,4.01,0,761.5759373
1099.250000,6.12,0.3,4.47,4.18,0,762.4448102
1099.291670,5.22,0.73,6.7,6.1,0,763.3136832
1099.333330,4.78,0.55,5.81,5.41,0,763.3136832
1099.375000,5.8,-0.15,6.7,5.41,0,764.1825562
1099.416670,6.27,-0.23,8.94,5.58,0,764.1825562
1099.458330,6.73,0.25,7.6,5.93,0,764.1825562
1099.500000,6.96,-0.15,7.6,6.1,0,763.3136832
1099.541670,6.92,-0.96,10.28,5.41,0,763.3136832
1099.583330,6.58,-0.66,8.04,5.06,0,763.3136832
1099.625000,7.46,-1.17,9.38,4.71,0,763.3136832
1099.666670,6.72,-0.91,7.6,4.53,0,764.1825562
1099.708330,5.94,-0.43,2.68,1.39,0,764.1825562
1099.750000,4.93,0.51,2.23,0.34,0,765.0514291
1099.791670,4.63,0.02,4.91,5.58,0,765.9203021
1099.833330,2.55,-0.8,2.68,4.71,0,765.9203021
1099.875000,1.87,-1.26,3.57,5.76,0,766.789175
1099.916670,1.34,-1.3,6.25,5.93,0,766.789175
1099.958330,-0.41,-2.07,1.34,4.01,0,766.789175
1100.000000,-1.35,-2.6,1.34,2.09,0,767.658048
1100.041670,-1.34,-2.73,3.12,2.09,0,767.658048
1100.083330,-2.29,-3.15,2.23,2.09,0,767.658048
1100.125000,-2.48,-3.63,1.34,1.74,0,768.526921
1100.166670,-3.22,-3.93,0,0,0,769.3957939
1100.208330,-3.22,-4.06,0,0,0,769.3957939
1100.250000,-4.17,-4.88,2.23,1.57,0,770.2646669
1100.291670,-4.47,-5.29,0,0,0,770.2646669
1100.333330,-4.61,-5.38,0,0,0,770.2646669
1100.375000,-2.94,-4.26,0,0,0,771.1335398
1100.416670,-0.65,-3.03,0,0,0,771.1335398
1100.458330,1.23,-2.27,0,0,0,771.1335398
1100.500000,3.15,-1.92,0,0,0,771.1335398
1100.541670,4.59,-1.76,0,0,0,771.1335398
1100.583330,6.61,-2.19,0,0,0,771.1335398
1100.625000,5.72,-2.17,0,0,0,771.1335398
1100.666670,5.34,-2.5,0,0,0,771.1335398
1100.708330,1.96,-2.55,0,0,0,771.1335398
1100.750000,0.35,-2.75,0,0,0,770.2646669
1100.791670,-0.34,-3.01,0,0,0,771.1335398
1100.833330,-1.07,-3.26,0,0,0,771.1335398
1100.875000,-1.14,-3.48,0,0,0,771.1335398
1100.916670,-1.74,-3.71,1.34,1.74,0,771.1335398
1100.958330,-1.94,-3.88,1.34,1.74,0,771.1335398
1101.000000,-2.75,-4.36,2.23,2.09,0,771.1335398
1101.041670,-3.33,-4.62,0,0,0,771.1335398
1101.083330,-4.13,-5.38,0,0,0,771.1335398
1101.125000,-4.3,-5.38,0,0,0,772.0024128
1101.166670,-4.87,-5.88,0,0,0,772.0024128
1101.208330,-5.18,-6.08,1.34,1.92,0,772.0024128
1101.250000,-5.79,-6.85,0,0,0,772.8712858
1101.291670,-6.12,-7.31,0,0,0,773.7401587
1101.333330,-5.85,-7.08,0,0,0,773.7401587
1101.375000,-3.88,-5.63,0,0,0,774.6090317
1101.416670,-1.62,-4.08,0,0,0,774.6090317
1101.458330,1,-3.3,0,0,0,774.6090317
1101.500000,4.2,-4.34,1.34,2.09,0,773.7401587
1101.541670,5,-3.85,0,0,0,773.7401587
1101.583330,4.59,-3.41,1.34,3.66,0,773.7401587
1101.625000,5.18,-3.72,0,0,0,773.7401587
1101.666670,4.63,-3.86,0,0,0,773.7401587
1101.708330,4.5,-4.45,0,0,0,773.7401587
1101.750000,3.63,-4.57,0,0,0,772.8712858
1101.791670,2.29,-4.27,0,0,0,772.8712858
1101.833330,2.19,-5.03,1.34,2.96,0,772.8712858
1101.875000,1.45,-5.58,0,0,0,772.8712858
1101.916670,2.44,-5.93,1.34,2.09,0,772.8712858
1101.958330,-0.02,-4.63,3.12,2.26,0,772.8712858
1102.000000,-0.9,-4.18,0,0,0,772.0024128
1102.041670,-0.32,-4.97,0,0,0,772.0024128
1102.083330,-0.52,-5.36,2.68,1.92,0,772.0024128
1102.125000,-1.77,-5.41,2.23,2.26,0,772.0024128
1102.166670,-1.91,-5.57,0,0,0,772.0024128
1102.208330,-2.96,-5.7,0,0,0,772.0024128
1102.250000,-3.36,-5.61,1.34,2.44,0,771.1335398
1102.291670,-3.7,-5.66,0,0,0,771.1335398
1102.333330,-3.86,-5.79,1.34,2.79,0,771.1335398
1102.375000,-3.02,-5.2,0,0,0,771.1335398
1102.416670,-1.8,-4.67,0,0,0,771.1335398
1102.458330,0.08,-4.6,0,0,0,771.1335398
1102.500000,1.09,-4.31,0,0,0,769.3957939
1102.541670,2.85,-4.12,0,0,0,769.3957939
1102.583330,2.02,-3.48,0,0,0,769.3957939
1102.625000,1.95,-3.39,0,0,0,768.526921
1102.666670,1.55,-3.28,0,0,0,767.658048
1102.708330,0.8,-3.25,0,0,0,767.658048
1102.750000,0.4,-3.41,0,0,7.5,767.658048
1102.791670,-0.19,-3.37,0,0,2,766.789175
1102.833330,-0.4,-3.5,1.34,1.39,0,766.789175
1102.875000,-0.4,-3.18,0,0,0,766.789175
1102.916670,-0.26,-3.09,0,0,0,766.789175
1102.958330,-0.16,-2.72,1.34,0.69,10,766.789175
1103.000000,-0.16,-1.95,0,0,10,765.9203021
1103.041670,-0.19,-1.19,0,0,10,765.9203021
1103.083330,-0.19,-1.21,1.34,0.17,10,765.9203021
1103.125000,-0.19,-1.15,1.34,4.18,10,765.9203021
1103.166670,-0.46,-1.27,1.34,1.04,10,765.9203021
1103.208330,-0.43,-1.22,0,0,10,765.9203021
1103.250000,-0.26,-0.96,0,0,10,765.9203021
1103.291670,-0.19,-0.86,0,0,10,765.0514291
1103.333330,-0.19,-0.86,1.34,4.18,10,765.0514291
1103.375000,0.55,-0.96,0,0,10,765.0514291
1103.416670,0.75,-0.69,0,0,10,765.0514291
1103.458330,1.46,-0.92,0,0,7.5,765.0514291
1103.500000,2.46,-1.56,0,0,7.5,764.1825562
1103.541670,2.7,-1.03,0,0,10,763.3136832
1103.583330,2.16,-1.22,1.34,0.87,10,763.3136832
1103.625000,1.55,0.48,2.23,1.92,10,763.3136832
1103.666670,1.55,0.68,0,0,10,763.3136832
1103.708330,1.34,0.87,2.68,1.22,10,763.3136832
1103.750000,1.07,0.61,2.68,1.39,10,763.3136832
1103.791670,0.8,0.48,2.68,0.87,10,763.3136832
1103.833330,0.6,0.18,0,0,7.5,763.3136832
1103.875000,0.61,0.26,0,0,7.5,763.3136832
1103.916670,0.68,0.35,0,0,10,763.3136832
1103.958330,0.61,0.31,0,0,4.4,763.3136832
1104.000000,0.47,0.25,0,0,7.5,763.3136832
1104.041670,0.68,0.37,1.34,2.96,7.5,763.3136832
1104.083330,0.65,0.45,0,0,10,763.3136832
1104.125000,0.47,0.3,1.34,1.92,10,763.3136832
1104.166670,0.75,0.56,1.34,2.26,10,763.3136832
1104.208330,0.68,0.55,0,0,7.5,763.3136832
1104.250000,0.81,0.68,0,0,10,763.3136832
1104.291670,0.81,0.66,0,0,10,762.4448102
1104.333330,0.95,0.77,0,0,10,762.4448102
1104.375000,1.08,0.85,0,0,10,762.4448102
1104.416670,1.31,1.1,0,0,7.5,762.4448102
1104.458330,2.42,1.87,0,0,10,762.4448102
1104.500000,2.86,2.15,0,0,7.5,760.7070643
1104.541670,3.17,2.1,0,0,7.5,759.8381914
1104.583330,3.4,2.3,1.34,2.61,10,759.8381914
1104.625000,3.13,2.65,1.34,1.92,10,758.9693184
1104.666670,2.72,2.42,0,0,10,758.1004454
1104.708330,2.46,2.16,0,0,10,758.1004454
1104.750000,2.63,2.45,1.34,1.92,10,758.1004454
1104.791670,2.56,2.4,2.23,1.39,4.4,757.2315725
1104.833330,2.6,2.45,0,0,7.5,757.2315725
1104.875000,2.7,2.53,2.23,5.58,10,757.2315725
1104.916670,3.13,2.92,1.34,0.34,10,757.2315725
1104.958330,3.57,3.22,0,0,2,757.2315725
1105.000000,6.72,4.99,1.34,4.18,4.4,758.1004454
1105.041670,6.54,3.88,3.57,0.69,7.5,758.1004454
1105.083330,6.81,1.92,9.38,4.88,4.4,758.1004454
1105.125000,5.49,3.16,6.7,5.06,2,759.8381914
1105.166670,5.96,2.96,3.12,5.76,0,759.8381914
1105.208330,5.18,3.15,3.57,5.06,10,759.8381914
1105.250000,5.38,2.19,2.68,1.74,0,761.5759373
1105.291670,4.85,3.18,1.34,1.74,0,761.5759373
1105.333330,4.98,2.67,3.57,1.92,7.5,761.5759373
1105.375000,6.61,3.63,0,0,7.5,762.4448102
1105.416670,5.72,3.41,0,0,7.5,762.4448102
1105.458330,6.91,4.35,0,0,2,762.4448102
1105.500000,7.33,5.21,1.34,1.04,7.5,761.5759373
1105.541670,6.93,4.53,3.57,1.57,10,760.7070643
1105.583330,6.25,4.6,2.68,1.39,10,760.7070643
1105.625000,5.78,5.03,1.34,0.34,10,759.8381914
1105.666670,5.64,5.01,0,0,10,758.9693184
1105.708330,5.31,4.59,1.34,4.36,10,758.9693184
1105.750000,5.04,4.76,0,0,10,757.2315725
1105.791670,5.05,4.87,0,0,10,757.2315725
1105.833330,4.91,4.76,2.23,2.09,6,757.2315725
1105.875000,6.63,5.42,1.34,1.48,2,757.2315725
1105.916670,5.69,4.92,1.34,0.87,4.4,756.3626995
1105.958330,8.36,5.43,3.12,1.39,0,756.3626995
1106.000000,8.66,4.59,4.02,5.41,0,757.2315725
1106.041670,8.22,5.02,2.68,5.32,0,757.2315725
1106.083330,9.02,4.37,7.6,5.23,0,757.2315725
1106.125000,8.99,4.42,4.91,5.06,0,758.9693184
1106.166670,9.4,3.8,4.47,5.58,4.4,758.1004454
1106.208330,8.96,4.55,4.02,5.76,0,758.1004454
1106.250000,9.02,4.47,3.57,4.88,7.5,759.8381914
1106.291670,8.89,4.2,2.23,0.34,10,760.7070643
1106.333330,8.96,4.43,6.25,5.93,10,760.7070643
1106.375000,9.87,3.86,6.25,5.58,7.5,760.7070643
1106.416670,9.86,3.52,7.15,5.06,2,762.4448102
1106.458330,10.53,4.23,5.14,5.41,2,762.4448102
1106.500000,9.68,4.52,3.12,5.76,10,762.4448102
1106.541670,9.34,5.42,3.12,5.58,10,761.5759373
1106.583330,9.78,5.45,4.47,5.58,10,761.5759373
1106.625000,10.16,5.1,6.7,6.1,10,761.5759373
1106.666670,10.02,4.93,3.12,5.23,10,760.7070643
1106.708330,9.72,5.12,2.23,0.17,10,760.7070643
1106.750000,9.48,5.57,0,0,10,760.7070643
1106.791670,8.4,6.63,2.23,4.01,10,759.8381914
1106.833330,7.59,7.01,3.12,1.74,10,759.8381914
1106.875000,6.88,6.67,0,0,10,758.9693184
1106.916670,6.85,6.61,0,0,7.5,758.1004454
1106.958330,6.11,6.04,0,0,0,758.1004454
1107.000000,5.95,5.78,1.34,0.52,10,756.3626995
1107.041670,5.75,5.71,2.68,1.92,2,755.4938266
1107.083330,5.67,5.55,1.34,0.96,0,755.4938266
1107.125000,5.51,5.51,0,0,4.4,753.7560806
1107.166670,5.64,5.46,2.68,3.31,0,752.0183347
1107.208330,6.22,6.09,0,0,10,752.0183347
1107.250000,11.19,7.22,2.23,2.09,10,750.2805888
1107.291670,7.53,4.88,14.75,4.71,10,752.0183347
1107.333330,8.08,3.51,3.12,4.8,4.4,752.0183347
1107.375000,9.56,2.95,5.81,4.88,0,752.8872077
1107.416670,9.8,2.2,5.81,4.36,0,753.7560806
1107.458330,10.77,2.64,4.02,4.88,0,753.7560806
1107.500000,11.03,2.05,2.68,5.76,4.4,752.0183347
1107.541670,8.83,2.16,7.15,4.36,4.4,751.1494618
1107.583330,6.2,4.64,12.96,4.71,10,751.1494618
1107.625000,6.41,5.15,4.02,5.06,7.5,752.0183347
1107.666670,7.13,3.96,4.02,4.01,7.5,752.0183347
1107.708330,7.53,3.57,7.6,4.36,10,752.0183347
1107.750000,7.03,3.6,2.68,4.18,7.5,752.0183347
1107.791670,7.23,2.96,7.15,4.71,4.4,752.8872077
1107.833330,6.35,3.56,9.83,4.88,10,752.8872077
1107.875000,6.18,3.55,8.94,4.71,10,754.6249536
1107.916670,6.49,3.07,9.83,4.88,7.5,756.3626995
1107.958330,6.12,3.26,9.38,4.88,2,756.3626995
1108.000000,6.12,3.73,9.38,4.71,7.5,757.2315725
1108.041670,6.82,3.33,8.04,5.06,2,757.2315725
1108.083330,5.65,2.37,10.72,5.23,7.5,757.2315725
1108.125000,5.44,2.85,7.15,5.06,10,760.7070643
1108.166670,6.46,1.87,6.25,4.88,0,761.5759373
1108.208330,5.91,2.71,7.15,5.06,0,761.5759373
1108.250000,5.81,2.31,1.34,5.41,4.4,762.4448102
1108.291670,5.21,2.88,6.25,5.76,10,762.4448102
1108.333330,5.65,3.18,5.81,5.41,7.5,762.4448102
1108.375000,6.23,3.22,6.7,5.76,10,763.3136832
1108.416670,7.07,3.6,0,0,10,763.3136832
1108.458330,7.94,4.7,1.34,1.92,7.5,763.3136832
1108.500000,9.06,5.65,2.68,3.31,10,763.3136832
1108.541670,9.9,6.38,7.6,5.41,10,762.4448102
1108.583330,10.16,6.58,9.83,5.58,10,762.4448102
1108.625000,10.9,6.83,7.15,5.41,10,763.3136832
1108.666670,11.71,6.68,4.91,4.88,10,763.3136832
1108.708330,10.96,7.13,4.91,5.23,10,763.3136832
1108.750000,11.4,6.68,2.68,5.06,10,764.1825562
1108.791670,11.13,6.96,3.12,5.58,10,765.0514291
1108.833330,10.29,7.07,8.94,5.58,0,765.0514291
1108.875000,10.02,6.34,12.51,5.23,2,765.9203021
1108.916670,9.28,5.75,13.85,5.23,0,765.9203021
1108.958330,9.31,6.05,10.72,5.23,0,765.9203021
1109.000000,8.94,6.32,7.6,5.23,0,767.658048
1109.041670,9.56,5.47,4.02,5.41,0,767.658048
1109.083330,9.28,5.3,3.12,5.06,0,767.658048
1109.125000,9.76,5.03,6.25,5.23,0,768.526921
1109.166670,9.85,4.7,5.81,5.58,7.5,768.526921
1109.208330,9.88,3.8,4.91,5.41,7.5,768.526921
1109.250000,9.41,3.62,4.91,5.06,7.5,768.526921
1109.291670,9.88,3.12,5.81,5.06,2,768.526921
1109.333330,10.29,2.86,7.6,5.06,2,768.526921
1109.375000,9.92,3.43,8.94,5.41,7.5,769.3957939
1109.416670,10.53,3.44,8.04,5.41,10,769.3957939
1109.458330,9.41,5.19,9.83,5.23,10,769.3957939
1109.500000,8.91,6,3.12,4.36,10,771.1335398
1109.541670,9.17,5.91,2.68,5.76,10,772.0024128
1109.583330,9.62,6.23,2.23,5.58,10,772.0024128
1109.625000,9.38,7.23,1.34,0.52,10,772.0024128
1109.666670,9.01,7.45,2.68,5.93,10,772.8712858
1109.708330,8.73,7.42,2.23,5.06,2,772.8712858
1109.750000,8.67,6.51,4.91,5.76,0,773.7401587
1109.791670,8.71,6.03,4.91,5.76,0,773.7401587
1109.833330,8.37,6.57,3.12,6.28,0,773.7401587
1109.875000,8.47,6.51,3.12,5.41,0,773.7401587
1109.916670,8.34,5.87,5.81,5.76,0,773.7401587
1109.958330,8.88,5.46,2.23,5.06,0,773.7401587
1110.000000,9.26,5.15,1.34,4.53,0,773.7401587
1110.041670,6.82,4.67,3.57,4.01,0,773.7401587
1110.083330,6.22,3.59,2.68,2.26,0,773.7401587
1110.125000,5.34,3.33,2.23,2.26,0,774.6090317
1110.166670,5.61,3.37,2.23,2.44,0,774.6090317
1110.208330,5.37,3.11,3.57,4.36,0,774.6090317
1110.250000,4.8,2.92,3.12,1.92,0,774.6090317
1110.291670,3.05,2.5,1.34,3.31,0,775.4779046
1110.333330,2.88,2.08,2.23,1.74,0,775.4779046
1110.375000,5.18,2.68,0,0,0,775.4779046
1110.416670,6.71,3.38,1.34,2.26,0,775.4779046
1110.458330,7.2,5.05,0,0,0,775.4779046
1110.500000,7.27,5.08,0,0,0,774.6090317
1110.541670,8.72,4.52,0,0,0,773.7401587
1110.583330,8.95,4.22,0,0,0,773.7401587
1110.625000,9.15,4.03,0,0,0,773.7401587
1110.666670,8.98,5.25,0,0,0,773.7401587
1110.708330,7.18,5.1,0,0,0,773.7401587
1110.750000,5.4,4.35,0,0,0,772.8712858
1110.791670,4.26,3.67,0,0,0,772.8712858
1110.833330,3.45,2.7,1.34,1.74,0,772.8712858
1110.875000,2.34,2.21,2.23,2.09,0,772.8712858
1110.916670,1.93,1.45,2.68,1.92,0,772.8712858
1110.958330,1.34,0.88,0,0,0,772.8712858
1111.000000,1,0.51,0,0,0,772.8712858
1111.041670,1.58,1.09,0,0,4.4,772.0024128
1111.083330,1.88,1.56,1.34,1.92,2,772.0024128
1111.125000,1.88,1.74,2.23,3.84,7.5,772.0024128
1111.166670,1.98,1.94,2.68,2.26,10,772.8712858
1111.208330,1.82,1.88,0,0,10,772.8712858
1111.250000,1.41,1.34,0.67,2.18,10,772.0024128
1111.291670,1,1.02,1.34,4.36,10,772.8712858
1111.333330,0.8,0.8,2.23,3.66,10,772.8712858
1111.375000,0.87,0.73,2.23,4.36,10,772.8712858
1111.416670,0.87,0.8,1.34,4.88,10,772.8712858
1111.458330,1.14,1.12,0,0,7.5,772.8712858
1111.500000,2.97,2.56,1.34,2.61,0,771.1335398
1111.541670,4.32,2.64,0,0,0,770.2646669
1111.583330,7.68,2.64,2.23,1.39,0,770.2646669
1111.625000,7.53,2.84,3.57,1.22,0,771.1335398
1111.666670,5.71,2.61,2.23,3.66,0,771.1335398
1111.708330,4.55,2.06,0,0,0,771.1335398
1111.750000,2.83,1.71,0,0,0,771.1335398
1111.791670,1.4,0.71,0,0,0,772.0024128
1111.833330,0.93,0.65,1.34,0.17,0,772.0024128
1111.875000,0.87,0.25,0,0,0,772.0024128
1111.916670,0.4,-0.26,0,0,0,772.8712858
1111.958330,0.5,-0.12,1.34,1.57,0,772.8712858
1112.000000,0.34,-0.63,0,0,0,772.8712858
1112.041670,-0.43,-1.21,1.34,2.44,0,772.8712858
1112.083330,-1.21,-1.98,2.23,2.61,0,772.8712858
1112.125000,-1.88,-2.23,0,0,0,772.8712858
1112.166670,-1.37,-2.07,0,0,0,772.8712858
1112.208330,-1.87,-2.9,0,0,0,772.8712858
1112.250000,-1.77,-2.5,0,0,0,772.8712858
1112.291670,-2.11,-2.76,0,0,0,773.7401587
1112.333330,-2.28,-3.17,0,0,1.875,773.7401587
1112.375000,-0.38,-1.7,0,0,3.75,773.7401587
1112.416670,2.66,-0.34,0,0,5.625,773.7401587
1112.458330,3.96,0.27,0,0,7.5,773.7401587
1112.500000,5.95,0.81,0,0,0,772.8712858
1112.541670,7.05,0.93,0,0,0,772.0024128
1112.583330,8.96,1.46,0,0,0,772.0024128
1112.625000,9.56,2.13,0,0,0,771.1335398
1112.666670,9.41,0.76,0,0,0,771.1335398
1112.708330,6.91,0.95,0,0,0,771.1335398
1112.750000,4.35,1.17,0,0,0,771.1335398
1112.791670,3.07,0.76,2.68,1.74,0,771.1335398
1112.833330,0.68,-0.26,3.57,1.74,0,771.1335398
1112.875000,0.33,-0.57,1.34,1.39,0,771.1335398
1112.916670,-0.47,-1.33,1.34,3.31,0,771.1335398
1112.958330,-0.77,-1.67,3.12,2.26,0,771.1335398
1113.000000,-1.58,-2.27,0,0,0,770.2646669
1113.041670,-1.51,-2.03,0,0,0,770.2646669
1113.083330,-1.91,-2.43,0,0,0,770.2646669
1113.125000,-2.28,-2.57,0,0,0,770.2646669
1113.166670,-2.45,-2.96,0,0,4.4,770.2646669
1113.208330,-3.3,-3.93,0,0,2,770.2646669
1113.250000,-3.26,-3.7,0,0,10,770.2646669
1113.291670,-3.5,-4.12,0,0,10,770.2646669
1113.333330,-2.65,-3.25,0,0,10,770.2646669
1113.375000,-1.46,-2.15,0,0,10,770.2646669
1113.416670,-1.09,-1.6,0,0,10,770.2646669
1113.458330,-0.76,-0.97,0,0,10,770.2646669
1113.500000,0.21,0.02,0,0,10,770.2646669
1113.541670,3.38,2.52,0,0,10,769.3957939
1113.583330,5.33,1.19,0,0,10,769.3957939
1113.625000,3.6,0.54,0,0,10,769.3957939
1113.666670,2.45,0,0,0,10,770.2646669
1113.708330,2.14,-0.1,0,0,10,770.2646669
1113.750000,2.05,0.06,1.34,1.74,10,770.2646669
1113.791670,1.88,0.18,2.23,1.57,10,770.2646669
1113.833330,1.95,-0.07,0,0,10,770.2646669
1113.875000,1.82,-0.24,0,0,10,770.2646669
1113.916670,1.71,-0.34,0,0,10,770.2646669
1113.958330,1.61,-0.4,0,0,10,770.2646669
1114.000000,1.61,-0.56,0,0,10,770.2646669
1114.041670,1.48,-0.53,0,0,10,770.2646669
1114.083330,1.48,-0.8,0,0,10,770.2646669
1114.125000,1.45,-0.88,2.23,4.88,10,770.2646669
1114.166670,1.45,-0.97,0,0,10,770.2646669
1114.208330,1.48,-1.04,0,0,10,770.2646669
1114.250000,1.37,-1.05,0,0,10,770.2646669
1114.291670,1.21,-1.21,0,0,10,770.2646669
1114.333330,1.14,-1.36,1.34,1.92,10,770.2646669
1114.375000,1.34,-1.34,0,0,10,770.2646669
1114.416670,1.41,-1.27,2.23,5.41,10,770.2646669
1114.458330,1.61,-1.31,1.34,5.93,10,770.2646669
1114.500000,1.85,-1.2,0,0,10,770.2646669
1114.541670,2.12,-1.04,2.23,2.79,10,769.3957939
1114.583330,2.05,-0.93,1.34,2.61,10,769.3957939
1114.625000,2.08,-0.71,1.34,1.3,10,768.526921
1114.666670,2.02,-0.85,0,0,10,768.526921
1114.708330,1.61,-1.05,1.34,1.04,10,768.526921
1114.750000,1.48,-0.98,0,0,10,767.658048
1114.791670,1.37,-0.94,0,0,10,767.658048
1114.833330,1.24,-1.06,1.34,1.92,10,767.658048
1114.875000,1.04,-1.33,1.34,2.61,10,767.658048
1114.916670,0.93,-1.4,0,0,10,767.658048
1114.958330,0.8,-1.37,1.34,1.57,10,767.658048
1115.000000,0.8,-1.26,2.68,2.09,10,767.658048
1115.041670,0.8,-1.27,2.68,2.44,10,767.658048
1115.083330,0.6,-1.03,1.34,2.09,10,767.658048
1115.125000,0.53,-1.01,0,0,10,766.789175
1115.166670,0.5,-1.24,0,0,10,766.789175
1115.208330,0.51,-1.47,0,0,10,766.789175
1115.250000,0.47,-1.88,0,0,10,766.789175
1115.291670,0.27,-1.81,1.34,2.26,10,766.789175
1115.333330,0.34,-2.16,1.34,2.79,10,766.789175
1115.375000,0.41,-2.04,0,0,10,766.789175
1115.416670,0.65,-1.9,3.12,3.31,10,766.789175
1115.458330,0.91,-1.49,2.23,3.49,10,766.789175
1115.500000,1.48,-1.63,1.34,3.14,10,766.789175
1115.541670,2.29,-1.35,1.34,3.84,10,766.789175
1115.583330,2.08,-1.17,2.23,1.57,10,766.789175
1115.625000,3.23,-0.76,2.23,1.39,10,766.789175
1115.666670,2.01,-1.26,1.34,1.04,10,766.789175
1115.708330,1.7,-1.27,0,0,10,766.789175
1115.750000,1.57,-1.22,0,0,10,768.526921
1115.791670,1.45,-1.53,3.57,1.74,10,768.526921
1115.833330,1.48,-0.98,4.02,1.92,10,768.526921
1115.875000,1.37,-1.19,2.68,1.74,10,770.2646669
1115.916670,1.41,-1.32,3.12,2.44,10,770.2646669
1115.958330,1.34,-1.48,3.12,2.26,10,770.2646669
1116.000000,1.17,-1.4,3.12,1.74,10,771.1335398
1116.041670,1.07,-1.37,2.23,1.92,10,771.1335398
1116.083330,1.11,-1.51,2.68,1.04,10,771.1335398
1116.125000,1.07,-1.5,3.12,1.74,10,772.0024128
1116.166670,1.07,-1.81,3.57,1.74,10,772.0024128
1116.208330,0.9,-1.81,2.68,2.09,10,772.0024128
1116.250000,0.87,-1.95,2.68,2.09,10,772.8712858
1116.291670,0.94,-2.18,3.12,2.09,10,772.8712858
1116.333330,0.94,-1.95,2.68,1.92,10,772.8712858
1116.375000,1.07,-2.26,3.12,1.92,10,773.7401587
1116.416670,1.48,-2.36,2.68,1.92,10,773.7401587
1116.458330,1.48,-2.59,3.12,1.92,10,773.7401587
